"entry";"name";"gossip_menu_id";"minlevel";"maxlevel";"exp";"faction";"npcflag";"detection_range";"rank";"dmgschool";"DamageModifier";"BaseAttackTime";"RangeAttackTime";"BaseVariance";"RangeVariance";"unit_class";"unit_flags";"unit_flags2";"dynamicflags";"family";"type";"type_flags";"mingold";"maxgold";"HealthModifier";"ManaModifier";"ArmorModifier";"ExperienceModifier";"RacialLeader";"RegenHealth";"mechanic_immune_mask";"spell_school_immune_mask";"flags_extra";"ScriptName"
5327;"Coast Crawl Snapclaw";0;44;45;0;129;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;73;100;1.0;1.0;1.0;1.0;0;1;0;0;0;""
5328;"Coast Crawl Deepseer";0;43;44;0;129;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;63;88;1.0;1.0;1.0;1.0;0;1;0;0;0;""
5331;"Hatecrest Warrior";0;42;43;0;74;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;75;103;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5332;"Hatecrest Wave Rider";0;41;42;0;74;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;74;102;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5333;"Hatecrest Serpent Guard";0;44;45;0;74;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;73;100;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5334;"Hatecrest Myrmidon";0;44;44;0;74;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;85;115;1.35;1.0;1.0;1.0;0;1;0;0;0;""
5335;"Hatecrest Screamer";0;41;42;0;74;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;66;91;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5336;"Hatecrest Sorceress";0;43;44;0;74;0;18.0;0;0;1.0;2000;2000;1.0;1.0;8;32768;2048;0;0;7;0;65;90;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5337;"Hatecrest Siren";0;42;43;0;74;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;67;92;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5343;"Lady Szallah";0;46;46;0;74;0;20.0;4;0;1.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;76;105;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5345;"Diamond Head";0;45;45;0;129;0;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;82;112;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5346;"Bloodroar the Stalker";0;48;48;0;16;0;20.0;4;0;1.0;1250;2000;1.0;1.0;1;0;2048;0;0;7;0;95;129;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5347;"Antilus the Soarer";0;48;48;0;16;0;20.0;4;0;1.0;1250;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5348;"Dreamwatcher Forktongue";0;62;62;0;50;0;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;2;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;0;""
5349;"Arash-ethis";0;49;49;0;14;0;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;27;1;1;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5350;"Qirot";0;47;47;0;310;0;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5352;"Old Grizzlegut";0;43;43;0;44;2;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;4;1;1;0;0;1.5;1.0;1.0;1.0;0;1;0;0;0;""
5353;"Itharius";1341;45;45;0;35;3;18.0;0;0;1.0;2000;2000;1.0;1.0;1;768;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5354;"Gnarl Leafbrother";0;44;44;0;7;0;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;4;0;79;108;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5355;"Firewing Defender";0;63;64;1;16;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;952;1177;1.0;1.0;1.0;1.0;0;1;0;0;0;""
5356;"Snarler";0;42;42;0;38;0;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;1;1;1;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5357;"Land Walker";0;48;49;0;778;0;20.0;1;0;2.4;2600;2000;1.0;1.0;1;0;2048;0;0;5;0;244;1619;3.0;2.0;1.0;1.0;0;1;0;0;0;""
5358;"Cliff Giant";0;48;50;0;778;0;20.0;1;0;2.4;2700;2000;1.0;1.0;1;0;2048;0;0;5;0;246;1394;3.0;2.0;1.0;1.0;0;1;0;0;0;""
5359;"Shore Strider";0;48;49;0;778;0;20.0;1;0;2.4;2700;2000;1.0;1.0;1;0;2048;0;0;5;0;202;269;3.0;2.0;1.0;1.0;0;1;0;0;0;""
5360;"Deep Strider";0;47;49;0;778;0;20.0;1;0;2.4;2700;2000;1.0;1.0;2;0;2048;0;0;5;0;175;233;3.0;2.0;1.0;1.0;0;1;0;0;0;""
5361;"Wave Strider";0;46;48;0;778;0;20.0;1;0;2.4;2500;2000;1.0;1.0;1;0;2048;0;0;5;0;196;261;3.0;2.0;1.0;1.0;0;1;0;0;0;""
5362;"Northspring Harpy";0;48;49;0;514;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;82;571;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5363;"Northspring Roguefeather";0;48;49;0;514;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;82;394;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5364;"Northspring Slayer";0;49;50;0;514;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;85;573;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5366;"Northspring Windcaller";0;49;50;0;514;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;121;603;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5367;"Scillia Daggerquil";0;52;52;0;514;0;20.0;2;0;7.5;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;3.0;3.0;1.0;1.0;0;1;0;0;0;""
5384;"Brohann Caskbelly";0;40;40;0;55;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5385;"Watcher Mahar Ba";0;45;45;0;53;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5386;"Acolyte Dellis";0;15;15;0;12;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
5387;"High Explorer Magellas";0;60;60;0;55;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
5388;"Ingo Woolybush";0;39;39;0;55;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5389;"Prospector Gunstan";0;45;45;0;55;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5390;"Sage Palerunner";0;49;49;0;104;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;4608;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5391;"Galen Goodward";0;37;37;0;35;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;256;2048;0;0;7;4096;0;0;1.15;1.0;1.0;1.0;0;1;0;0;0;""
5392;"Yarr Hammerstone";7690;10;10;0;55;83;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;134217728;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
5393;"Quartermaster Lungertz";0;54;54;0;123;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.3;1.0;1.0;1.0;0;1;0;0;2;""
5394;"Neeka Bloodscar";0;45;45;0;125;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;4608;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5395;"Felgur Twocuts";10771;44;44;0;125;3;18.0;0;0;1.0;2000;2000;1.0;1.0;1;4608;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5396;"Captain Pentigast";0;42;42;0;123;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5397;"Uthek the Wise";0;44;44;0;35;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;768;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5398;"Warug";0;44;44;0;35;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;768;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
5399;"Veyzhak the Cannibal";0;48;48;0;37;0;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;572;752;1.5;1.0;1.0;1.0;0;1;0;0;0;""
5400;"Zekkis";0;48;48;0;37;0;20.0;4;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;6;0;515;677;1.5;1.0;1.0;1.0;0;1;8388624;0;0;""
5401;"Kazkaz the Unholy";0;48;48;0;37;0;20.0;0;0;1.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;300;396;1.5;2.0;1.0;1.0;0;1;0;0;0;""
5402;"Khan Hratha";0;42;42;0;134;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;285;377;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5403;"Riding White Stallion";0;1;2;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
5404;"Black Stallion";0;1;2;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
5405;"Pinto";0;1;2;0;35;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
5406;"Palomino";0;1;2;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
5407;"Nightmare";0;1;2;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;10;3;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
5409;"Harvester Swarm";0;24;24;0;16;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;0.0001;1.0;1.0;1.0;0;1;0;0;0;""
5411;"Krinkle Goodsteel";2242;40;40;0;474;4227;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5412;"Gurda Wildmane";0;35;35;0;83;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;4608;2048;0;0;7;0;0;0;1.1;1.0;1.0;1.0;0;1;0;0;2;""
5413;"Furen Longbeard";0;40;40;0;122;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5414;"Apothecary Faustin";0;40;40;0;68;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;33280;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5415;"Centaur Outrunner";0;38;38;0;41;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;0;""
5416;"Infiltrator Marksen";0;40;40;0;35;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;768;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5418;"Deathstalker Zraedus";0;40;40;0;68;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;33280;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5419;"Glasshide Basilisk";0;42;43;0;49;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5420;"Glasshide Gazer";0;45;46;0;49;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5421;"Glasshide Petrifier";0;48;49;0;49;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5422;"Scorpid Hunter";0;40;41;0;413;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;20;1;1;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5423;"Scorpid Tail Lasher";0;43;44;0;413;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;20;1;1;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5424;"Scorpid Dunestalker";0;46;47;0;413;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;20;1;1;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5425;"Starving Blisterpaw";0;41;42;0;38;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;25;1;1;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5426;"Blisterpaw Hyena";0;44;45;0;38;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;25;1;1;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5427;"Rabid Blisterpaw";0;47;48;0;38;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;25;1;1;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5428;"Roc";0;41;43;0;73;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;7;1;1;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5429;"Fire Roc";0;43;45;0;73;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;7;1;1;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
5430;"Searing Roc";0;47;49;0;73;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;7;1;1;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5431;"Surf Glider";0;48;50;0;14;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;21;1;1;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5432;"Giant Surf Glider";0;48;50;0;14;0;20.0;1;0;7.5;2000;2000;1.0;1.0;1;0;2048;0;21;1;1;0;0;3.25;1.0;1.0;1.0;0;1;0;0;0;""
5433;"Tamed Bear";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;4;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5434;"Coral Shark";0;46;46;0;16;0;20.0;1;0;7.5;2000;2000;1.0;1.0;1;32832;2048;0;0;1;0;0;0;3.5;1.0;1.0;1.0;0;1;0;0;0;""
5435;"Sand Shark";0;12;13;0;16;0;20.0;1;0;7.5;2000;2000;1.0;1.0;1;32768;2048;0;0;1;0;0;0;3.0;1.0;1.0;1.0;0;1;0;0;0;""
5436;"Tamed Bird";0;12;12;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;7;1;0;3;14;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5437;"Tamed Boar";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;5;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5438;"Tamed Cat";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5439;"Tamed Crawler";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;8;1;0;45;224;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5440;"Tamed Crocolisk";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;6;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5441;"Hazzali Wasp";0;47;48;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5442;"Tamed Gorilla";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;9;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5443;"Tamed Zhevra";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;10;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5444;"Tamed Raptor";0;40;40;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;11;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5445;"Tamed Scorpid";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;20;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5446;"Tamed Spider";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;3;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5447;"Tamed Tallstrider";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;12;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5448;"Tamed Turtle";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;21;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5449;"Tamed Wolf";0;50;50;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;1;1;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5450;"Hazzali Stinger";0;49;50;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5451;"Hazzali Swarmer";0;49;50;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5452;"Hazzali Worker";0;47;48;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5453;"Hazzali Tunneler";0;48;49;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5454;"Hazzali Sandreaver";0;49;50;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;41;1;65537;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5455;"Centipaar Wasp";0;47;48;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5456;"Centipaar Stinger";0;48;49;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5457;"Centipaar Swarmer";0;49;50;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5458;"Centipaar Worker";0;48;49;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5459;"Centipaar Tunneler";0;47;48;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5460;"Centipaar Sandreaver";0;49;50;0;310;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;41;1;65537;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5461;"Sea Elemental";0;48;49;0;91;0;18.0;0;4;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;4;0;0;0;1.25;1.0;1.0;1.0;0;1;646000477;16;0;""
5462;"Sea Spray";0;47;48;0;91;0;18.0;0;4;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;4;0;0;0;1.25;1.0;1.0;1.0;0;1;0;16;0;""
5464;"Watchmaster Sorigal";0;29;29;0;84;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
5465;"Land Rager";0;45;47;0;91;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;4;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5466;"Coast Strider";0;48;49;0;778;0;20.0;1;0;2.4;2600;2000;1.0;1.0;1;64;2048;0;0;5;0;355;468;3.0;1.0;1.0;1.0;0;1;0;0;0;""
5467;"Deep Dweller";0;49;50;0;778;0;20.0;1;0;2.4;2500;2000;1.0;1.0;1;64;2048;0;0;5;0;391;515;3.0;1.0;1.0;1.0;0;1;0;0;0;""
5468;"Wandering Dune Smasher";0;47;48;0;778;0;20.0;1;0;7.5;2000;2000;1.0;1.0;1;0;2048;0;0;5;0;0;0;3.0;1.0;1.0;1.0;0;1;0;0;0;""
5469;"Dune Smasher";0;48;49;0;778;0;20.0;1;0;2.4;2400;2000;1.0;1.0;1;64;2048;0;0;5;0;155;463;3.0;1.0;1.0;1.0;0;1;0;0;0;""
5470;"Raging Dune Smasher";0;49;50;0;778;0;20.0;1;0;7.5;2000;2000;1.0;1.0;1;64;2048;0;0;5;0;365;482;3.0;1.0;1.0;1.0;0;1;0;0;0;""
5471;"Dunemaul Ogre";0;45;46;0;45;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;72;442;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5472;"Dunemaul Enforcer";0;46;47;0;45;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;78;502;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5473;"Dunemaul Ogre Mage";0;46;47;0;45;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;79;434;1.25;2.0;1.0;1.0;0;1;0;0;0;""
5474;"Dunemaul Brute";0;47;48;0;45;0;18.0;0;0;1.0;2600;2000;1.0;1.0;1;0;2048;0;0;7;0;79;540;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5475;"Dunemaul Warlock";0;47;48;0;45;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;82;515;1.25;2.0;1.0;1.0;0;1;0;0;0;""
5476;"Watcher Biggs";0;33;33;0;12;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.1;1.0;1.0;1.0;0;1;0;0;2;""
5477;"Noboru the Cudgel";0;39;39;0;51;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;66;202;1.15;1.0;1.0;1.0;0;1;0;0;0;""
5479;"Wu Shen";4482;50;50;0;12;51;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5480;"Ilsa Corbin";4481;40;40;0;12;51;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5481;"Thistleshrub Dew Collector";0;47;48;0;16;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;4;0;86;528;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5482;"Stephen Ryback";21222;35;35;0;12;81;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.1;1.0;1.0;1.0;0;1;0;0;2;""
5483;"Erika Tate";688;30;30;0;12;129;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;134217728;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
5484;"Brother Benjamin";4468;40;40;0;11;49;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;4096;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5485;"Thistleshrub Rootshaper";0;49;50;0;16;0;18.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;4;0;87;603;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5489;"Brother Joshua";4467;50;50;0;11;51;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;4096;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5490;"Gnarled Thistleshrub";0;48;49;0;16;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;4;0;85;566;1.25;1.0;1.0;1.0;0;1;0;0;0;""
5491;"Arthur the Faithful";4469;40;40;0;12;51;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5492;"Katherine the Pure";4470;50;50;0;12;51;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5493;"Arnold Leland";645;35;35;0;12;81;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;134217728;0;0;1.1;1.0;1.0;1.0;0;1;0;0;2;""
5494;"Catherine Leland";685;30;30;0;12;129;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;134217728;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
5495;"Ursula Deline";4505;40;40;0;12;51;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5496;"Sandahl";4504;50;50;0;12;51;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
5497;"Jennea Cannon";4485;40;40;0;12;51;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
5498;"Elsharin";4484;50;50;0;12;51;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
